codigo_ibge,anomes_s,qtd_familias_beneficiarias_bolsa_familia_s,valor_repassado_bolsa_familia_s,pbf_vlr_medio_benef_f
411300,202506,269,176223,657.55
411310,202506,387,252060,651.32
411320,202506,2648,1696500,642.13
411325,202506,959,660406,688.64
411330,202506,1368,912003,671.08
411340,202506,266,173434,652.01
411342,202506,315,203854,647.16
411345,202506,593,437247,738.59
411350,202506,791,496834,628.11
411360,202506,254,163590,644.06
411370,202506,28605,18631234,652.22
411373,202506,653,444204,680.25
411375,202506,327,209719,641.34
411380,202506,399,267953,673.25
411390,202506,699,465190,665.51
411400,202506,979,633730,648.65
411410,202506,1115,760279,682.48
411420,202506,739,449277,610.43
411430,202506,1681,1109253,662.24
411435,202506,84,53615,638.27
411440,202506,1162,723960,623.57
411450,202506,1340,887413,662.25
411460,202506,1262,834915,663.16
411470,202506,529,344007,652.76
411480,202506,1808,1141465,631.34
411490,202506,756,489431,649.11
411500,202506,438,282740,651.47
411510,202506,789,518549,659.73
411520,202506,12216,8013438,658.03
411530,202506,256,178989,699.18
411535,202506,116,65607,565.58
411540,202506,1110,729957,660.59
411545,202506,571,381127,667.47
411550,202506,322,216823,673.36
411560,202506,251,170341,686.86
411570,202506,2779,1862643,674.14
411573,202506,445,290431,652.65
411575,202506,939,618563,662.27
411580,202506,972,619591,638.1
411585,202506,71,40326,567.97
411590,202506,174,109104,627.03
411600,202506,97,58846,606.66
411605,202506,635,426572,674.96
411610,202506,1266,816062,646.13
411620,202506,1551,1034762,668.88
411630,202506,291,195260,671.0
411640,202506,117,64954,555.16
411650,202506,58,38439,662.74
411660,202506,313,198178,633.16
411670,202506,588,385609,658.04
411680,202506,562,369982,659.5
411690,202506,1564,1012709,648.76
411695,202506,255,171476,672.45
411700,202506,524,335063,640.66
411705,202506,1892,1280830,680.21
411710,202506,804,527126,655.63
411720,202506,278,175092,629.83
411721,202506,373,240637,648.62
411722,202506,286,183207,642.83
411725,202506,458,307403,672.65
411727,202506,409,260551,637.04
411729,202506,212,133337,628.95
411730,202506,2669,1731257,649.14
411740,202506,113,71412,631.96
411745,202506,255,167422,656.56
411750,202506,2733,1834026,672.54
411760,202506,3685,2450373,665.86
411770,202506,1263,827239,656.02
411780,202506,1299,869473,669.34
411790,202506,1085,674854,624.29
411800,202506,393,258935,663.94
411810,202506,546,366652,672.76
411820,202506,11977,8047297,674.94
411830,202506,144,94465,656.01
411840,202506,4628,3001373,649.51
411845,202506,165,101872,617.41
411850,202506,2665,1681118,632.95
411860,202506,350,243281,699.08
411870,202506,301,205847,683.88
411880,202506,928,593660,639.72
411885,202506,242,169338,699.74
411890,202506,458,304273,667.27
411900,202506,232,147192,634.45
411910,202506,513,353676,693.48
411915,202506,6679,4324363,649.5
411920,202506,710,477912,673.12
411925,202506,243,154825,637.14
411930,202506,3075,2168226,705.8
411940,202506,1681,1085427,648.4
411950,202506,9486,6343331,670.4
411960,202506,2806,1806292,644.41
411965,202506,225,146799,658.29
411970,202506,425,278161,656.04
411980,202506,666,447122,671.35
411990,202506,17882,11941100,670.43
411995,202506,2366,1546588,656.73
412000,202506,810,528173,653.68
412010,202506,202,135414,673.7
412015,202506,290,181745,626.71
412020,202506,160,112584,703.65
412030,202506,345,228751,663.05
412033,202506,291,186443,640.7
412035,202506,240,153671,642.97
412040,202506,214,140769,660.89
412050,202506,451,298056,663.82
412060,202506,3292,2106678,641.3
412065,202506,206,138414,671.91
412070,202506,566,364642,647.68
412080,202506,1307,867380,663.64
412085,202506,55,34363,624.78
412090,202506,3059,2053475,672.17
412100,202506,738,487310,661.21
412110,202506,257,169668,660.19
412120,202506,1003,665738,664.41
412125,202506,218,143596,658.7
412130,202506,278,182869,657.8
412135,202506,166,102475,621.06
412140,202506,615,385225,626.38
412150,202506,1654,1104861,670.02
412160,202506,92,58447,635.29
412170,202506,2956,1966725,666.69
412175,202506,602,401834,667.5
412180,202506,667,434786,653.81
412190,202506,1163,750660,646.56
412200,202506,595,360363,610.78
412210,202506,241,157871,655.07
412215,202506,1671,1119880,671.79
412217,202506,663,437628,660.07
412220,202506,2505,1647708,659.88
412230,202506,1086,720391,664.57
412240,202506,2871,1873857,653.6
412250,202506,587,364547,621.03
412260,202506,429,282549,661.71
412265,202506,586,386455,660.61
412270,202506,463,309081,667.56
412280,202506,143,87652,612.95
412290,202506,511,345036,676.54
412300,202506,748,492984,659.07
412310,202506,202,128450,635.89
412320,202506,230,154582,672.1
412330,202506,589,395997,674.61
412340,202506,280,167095,596.77
412350,202506,1030,681391,663.48
412360,202506,129,87048,674.79
412370,202506,368,232305,632.98
412380,202506,354,222245,627.81
412382,202506,213,139586,658.42
412385,202506,1234,818649,663.41
412390,202506,964,610671,634.79
412395,202506,304,198366,656.84
412400,202506,384,246479,641.87
412402,202506,921,622250,677.09
412405,202506,1307,872030,667.2
412410,202506,3014,1976204,655.67
412420,202506,135,86366,639.75
412430,202506,134,86556,645.94
412440,202506,1131,749922,665.41
412450,202506,82,54596,665.8
412460,202506,462,304945,664.37
412470,202506,1010,685539,679.42
412480,202506,369,235990,641.28
412490,202506,542,356249,658.5
412500,202506,729,455411,625.56
412510,202506,590,380949,645.68
412520,202506,226,126885,561.44
412530,202506,193,112087,586.84
412535,202506,181,121247,669.87
412540,202506,336,234350,697.47
412545,202506,274,183319,669.05
412550,202506,16912,10952534,648.65
412555,202506,71,43961,619.17
412560,202506,1774,999578,566.98
412570,202506,1646,1142502,694.53
412575,202506,592,392252,662.59
412580,202506,662,430058,649.63
412590,202506,96,63737,663.93
412600,202506,907,584940,645.63
412610,202506,253,157384,622.07
412620,202506,732,477981,654.77
412625,202506,3628,2397062,666.04
412627,202506,391,250673,642.75
412630,202506,850,579854,682.98
412635,202506,167,114308,684.48
412640,202506,237,150550,635.23
412650,202506,775,496559,642.38
412660,202506,1072,694550,648.51
412665,202506,171,111276,650.74
412667,202506,771,504594,655.32
412670,202506,298,187492,629.17
412680,202506,688,455046,661.4
412690,202506,344,212882,620.65
412700,202506,877,591379,674.32
412710,202506,1823,1222384,675.72
412720,202506,487,283066,582.44
412730,202506,1142,746060,654.44
412740,202506,637,436198,692.38
412750,202506,2139,1427166,668.15
412760,202506,1771,1170394,660.87
412770,202506,3787,2422137,641.46
412780,202506,483,299408,622.47
412785,202506,1045,674055,646.27
412788,202506,787,539926,689.56
412790,202506,482,326389,678.56
412795,202506,323,210108,650.49
412796,202506,1026,657563,640.9
412800,202506,1847,1175129,638.31
412810,202506,4731,3087445,654.4
412820,202506,2443,1589561,650.93
412830,202506,133,85414,642.21
412840,202506,888,563845,636.39
412850,202506,1633,1119554,686.42
412853,202506,902,586124,653.43
412855,202506,316,189733,600.42
412860,202506,242,163177,674.29
412862,202506,302,199714,661.3
412863,202506,857,556981,649.92
412865,202506,203,134371,661.93
412870,202506,491,338213,690.23
412880,202506,435,293741,675.27
420005,202506,176,114122,648.42
420010,202506,1622,1090317,672.62
420020,202506,169,119584,707.6
420030,202506,75,54369,724.92
420040,202506,98,60377,616.09
420050,202506,269,160946,605.06
420055,202506,44,26191,595.25
420060,202506,183,125779,691.09
420070,202506,560,354815,635.87
420075,202506,22,13145,597.5
420080,202506,107,67452,630.39
420090,202506,158,108898,689.23
420100,202506,803,505022,628.92
420110,202506,124,84242,679.37
420120,202506,179,111321,621.91
420125,202506,139,99267,714.15
420127,202506,79,55641,704.32
420130,202506,2213,1492810,676.4
420140,202506,2359,1579034,670.22
420150,202506,342,238618,697.71
420160,202506,37,24918,673.46
420165,202506,48,30490,635.21
420170,202506,179,128494,721.88
420180,202506,46,31496,684.7
420190,202506,68,48373,711.37
420195,202506,1225,834983,681.62
420200,202506,2978,1874808,630.61
420205,202506,859,585964,684.54
420207,202506,896,610035,683.13
420208,202506,132,87950,671.37
420209,202506,74,50358,680.51
420210,202506,1958,1278261,653.84
420213,202506,364,226938,623.46
420215,202506,95,58146,618.57
420220,202506,131,89434,682.7
420230,202506,3640,2399780,660.73
420240,202506,7106,4571932,643.84
420243,202506,324,207817,641.41
420245,202506,1067,707321,662.91
420250,202506,490,320082,654.56
420253,202506,253,168439,668.41
420257,202506,69,46798,678.23
420260,202506,610,405619,666.04
420270,202506,132,84320,638.79
420280,202506,952,648687,681.39
420285,202506,10,4852,485.2
420287,202506,192,123071,640.99
420290,202506,2881,1850640,643.48
420300,202506,2902,1969655,679.43
420310,202506,105,67981,647.44
420315,202506,366,244560,668.2
420320,202506,2916,1902271,652.8
420325,202506,127,80476,633.67
420330,202506,365,243694,667.65
420340,202506,672,409915,610.9
420350,202506,977,657988,673.48
420360,202506,427,282304,662.69
420370,202506,1284,900887,702.72
420380,202506,2122,1425065,671.88
420390,202506,331,220804,667.08
420395,202506,387,249810,645.5
420400,202506,466,302866,651.32
420410,202506,236,156473,663.02
420415,202506,184,121747,665.28
420417,202506,312,202032,647.54
420419,202506,39,26844,688.31
420420,202506,5471,3449220,632.19
420425,202506,236,146825,622.14
420430,202506,1282,813483,636.53
420435,202506,182,119341,655.72
420440,202506,429,288151,673.25
420445,202506,66,41820,633.64
420450,202506,377,253563,672.58
420455,202506,1005,675336,671.98
420460,202506,5303,3478233,657.88
420470,202506,212,135797,640.55
420475,202506,15,9010,600.67
420480,202506,2315,1513487,655.76
420490,202506,166,112198,675.89
420500,202506,590,407740,694.62
420510,202506,56,36695,655.27
420515,202506,50,33999,679.98
420517,202506,591,392183,663.59
420519,202506,136,91642,673.84
420520,202506,30,16190,539.67
420530,202506,270,175211,651.34
420535,202506,28,18355,655.54
420540,202506,14831,9386261,634.34
420543,202506,109,68438,633.69
420545,202506,963,660747,687.56
420550,202506,1796,1150649,640.67
420555,202506,172,110317,641.38
420560,202506,244,163509,670.12
420570,202506,1648,1092460,662.9
420580,202506,431,275090,639.74
420590,202506,1399,918275,656.38
420600,202506,943,648748,689.42
420610,202506,275,189326,690.97
420620,202506,305,196498,644.26
420630,202506,626,434363,693.87
420640,202506,80,52709,658.86
420650,202506,1487,940726,632.63
420660,202506,82,50859,627.89
420665,202506,300,190611,635.37
420670,202506,334,237747,711.82
420675,202506,128,88786,693.64
420680,202506,88,60753,690.38
420690,202506,268,170173,634.97
420700,202506,1989,1317688,663.82
420710,202506,732,505243,691.17
420720,202506,740,488716,660.43
420730,202506,2039,1354217,665.79
420740,202506,156,104751,671.48
420750,202506,969,634328,658.02
420757,202506,46,25689,558.46
420760,202506,75,49992,666.56
420765,202506,208,137363,660.4
420768,202506,988,646263,654.78
420770,202506,33,24427,763.34
420775,202506,127,89343,709.07
420780,202506,277,184444,668.28
420785,202506,103,65622,637.11
420790,202506,481,334747,695.94
420800,202506,358,244375,684.52
420810,202506,703,447198,637.03
420820,202506,7969,5355999,672.95
420830,202506,2519,1703128,680.43
420840,202506,177,119037,676.35
420845,202506,1430,965662,676.23
420850,202506,549,368180,670.64
420860,202506,153,111310,727.52
420870,202506,347,240020,693.7
420880,202506,685,456906,671.92
420890,202506,3166,2077801,656.7
420895,202506,79,57522,728.13
420900,202506,557,364206,656.23
420910,202506,16015,10329987,645.91
420915,202506,297,224158,754.74
420917,202506,125,80875,647.0
420920,202506,13,7857,604.38
420930,202506,9580,6232265,651.03
420940,202506,1526,982214,645.77
420945,202506,68,45836,684.12
420950,202506,154,102978,668.69
420960,202506,378,242597,641.79
420970,202506,894,609451,681.71
420980,202506,98,61091,623.38
420985,202506,93,57954,623.16
420990,202506,112,73293,654.4
421000,202506,225,148273,658.99
421003,202506,25,18920,756.8
421005,202506,44,26902,611.41
421010,202506,1727,1187259,687.47
421020,202506,234,156477,668.71
421030,202506,540,354337,656.18
421040,202506,290,190585,657.19
421050,202506,387,245065,633.24
421055,202506,59,41099,696.59
421060,202506,341,219599,643.99
421070,202506,273,182854,669.79
421080,202506,220,141431,642.87
421085,202506,33,18711,567.0
421090,202506,92,61947,673.34
421100,202506,62,34980,573.44
421105,202506,540,323631,599.32
421110,202506,812,547144,673.82
421120,202506,411,271476,662.14
421125,202506,156,95813,614.19
421130,202506,4536,2978999,656.89
421140,202506,176,124884,709.57
421145,202506,142,89524,630.45
421150,202506,402,273338,681.64
421160,202506,335,216637,650.56
421165,202506,64,38528,602.0
421170,202506,713,460754,650.78
421175,202506,463,307420,663.97
421180,202506,68,43933,646.07
421185,202506,156,99349,640.96
421187,202506,36,25506,708.5
421189,202506,159,103940,657.85
421190,202506,8308,5479171,661.9
421200,202506,477,315579,662.98
421205,202506,131,88394,674.76
421210,202506,382,243217,640.04
421220,202506,585,369711,633.07
421223,202506,184,122442,665.45
421225,202506,754,501524,668.7
421227,202506,305,208150,684.7
421230,202506,404,266577,661.48
421240,202506,71,49868,702.37
421250,202506,1277,856346,670.59
421260,202506,20,11685,584.25
421265,202506,651,408034,626.78
421270,202506,144,102271,710.22
421280,202506,1327,898120,677.32
421290,202506,203,125091,616.21
421300,202506,47,28684,610.3
421310,202506,120,74468,620.57
421315,202506,76,48127,633.25
421320,202506,68,39827,585.69
421330,202506,190,119888,630.99
421335,202506,243,157959,650.04
421340,202506,592,406603,686.83
421350,202506,659,431870,661.36
421360,202506,700,446559,637.94
421370,202506,251,164032,653.51
421380,202506,494,328468,664.91
421390,202506,36,25518,708.83
421400,202506,263,171792,653.2
421410,202506,44,30159,685.43
421415,202506,76,48105,632.96
421420,202506,302,194249,643.21
421430,202506,26,15979,614.58
421440,202506,315,212449,676.59
421450,202506,82,54707,667.16
421460,202506,19,13101,689.53
421470,202506,132,92848,703.39
421480,202506,1741,1158852,668.7
421490,202506,32,19845,620.16
421500,202506,1205,811565,674.62
421505,202506,173,112736,651.65
421507,202506,137,87724,640.32
421510,202506,248,165993,669.33
421520,202506,132,86261,653.49
421530,202506,111,83243,749.94
421535,202506,206,134191,651.41
421540,202506,98,65775,671.17
421545,202506,419,287263,688.88
421550,202506,1064,717718,674.55
421555,202506,21,14189,675.67
421560,202506,41,25555,623.29
421565,202506,567,387576,683.56
421567,202506,171,112914,660.32
421568,202506,96,58267,606.95
421569,202506,23,16047,697.7
421570,202506,668,423670,636.14
421575,202506,68,45660,671.47
421580,202506,1896,1228886,649.52
421590,202506,136,89293,656.57
421600,202506,239,153924,649.47
421605,202506,284,175841,619.16
421610,202506,400,258055,645.14
421620,202506,1793,1207600,674.26
421625,202506,40,25392,634.8
421630,202506,798,520480,652.23
421635,202506,185,130695,706.46
421640,202506,506,344514,680.86
421650,202506,1328,849069,639.84
421660,202506,7973,5254590,660.62
421670,202506,317,206443,651.24
421680,202506,1036,649857,627.28
421690,202506,464,302581,659.22
421700,202506,157,98863,629.7
421710,202506,64,41558,649.34
421715,202506,71,45996,647.83
421720,202506,886,591712,667.85
421725,202506,92,56564,614.83
421730,202506,191,115839,609.68
421740,202506,198,120014,609.21
421750,202506,307,194660,634.07
421755,202506,44,28948,657.91
421760,202506,374,238866,638.68
421770,202506,1136,760882,670.97
421775,202506,75,49502,660.03
421780,202506,470,310792,661.26
421790,202506,243,151327,625.32
421795,202506,72,50000,694.44
421800,202506,1728,1157821,670.42
421810,202506,223,149314,669.57
421820,202506,387,236157,611.81
421825,202506,976,644042,659.88
421830,202506,730,503076,699.69
421835,202506,131,89351,682.07
421840,202506,166,106910,644.04
421850,202506,128,85314,666.52
421860,202506,43,29350,682.56
421870,202506,2945,1872772,637.0
421875,202506,45,27770,617.11
421880,202506,226,146809,649.6
421885,202506,34,18101,548.52
421890,202506,693,488410,704.78
421895,202506,250,163436,653.74
421900,202506,364,227729,627.35
421910,202506,78,46891,601.17
421915,202506,102,63970,627.16
421917,202506,193,131852,683.17
421920,202506,170,106430,626.06
421930,202506,1094,678566,625.98
421935,202506,180,131326,729.59
421940,202506,84,49650,591.07
421950,202506,909,595018,654.59
421960,202506,40,28075,701.88
421970,202506,932,653997,703.22
421985,202506,132,89304,676.55
422000,202506,1077,740963,688.63
430003,202506,323,213001,659.45
430005,202506,283,188443,665.88
430010,202506,978,639486,653.87
430020,202506,299,179521,600.4
430030,202506,444,278299,626.8
430040,202506,3652,2419089,662.4
430045,202506,300,188474,628.25
430047,202506,46,30965,673.15
430050,202506,249,148486,596.33
430055,202506,68,41145,605.07
430057,202506,14,8910,636.43
430060,202506,14022,9252043,659.82
430063,202506,475,323387,680.81
430064,202506,616,396387,643.49
430066,202506,32,17126,535.19
430070,202506,80,55103,688.79
430080,202506,256,157772,616.3
430085,202506,406,271120,667.78
430087,202506,435,284200,653.33
430090,202506,86,58614,681.56
430100,202506,463,303908,656.39
430105,202506,849,570950,672.5
430107,202506,41,26495,646.22
430110,202506,1392,943421,677.74
430120,202506,552,349266,632.73
430130,202506,1594,1107521,694.81
430140,202506,428,282873,660.92
430150,202506,198,128283,647.89
430155,202506,92,63907,694.64
430160,202506,12210,8064418,660.48
430163,202506,1730,1140361,659.17
430165,202506,18,9605,533.61
430170,202506,168,102598,610.7
430175,202506,439,288822,657.91
430180,202506,294,184920,628.98
430185,202506,143,93323,652.61
430187,202506,484,333437,688.92
430190,202506,770,510228,662.63
430192,202506,10,6000,600.0
430195,202506,20,11281,564.05
430200,202506,288,181474,630.12
430205,202506,591,377545,638.82
430210,202506,1609,988554,614.39
430215,202506,105,72490,690.38
430220,202506,161,101781,632.18
430222,202506,89,56025,629.49
430223,202506,169,109965,650.68
430225,202506,24,15700,654.17
430230,202506,1541,1018304,660.81
430235,202506,123,77653,631.33
430237,202506,239,148742,622.35
430240,202506,409,271338,663.42
430245,202506,488,332085,680.5
430250,202506,435,281410,646.92
430258,202506,55,36059,655.62
430260,202506,322,213241,662.24
430265,202506,114,74609,654.46
430270,202506,1929,1270284,658.52
430280,202506,2459,1608125,653.98
430290,202506,1501,985741,656.72
430300,202506,6056,3988801,658.65
430310,202506,7757,5035921,649.21
430320,202506,372,242678,652.36
430330,202506,200,129982,649.91
430340,202506,349,231780,664.13
430350,202506,4332,2851437,658.23
430355,202506,48,31850,663.54
430360,202506,298,201690,676.81
430367,202506,159,105372,662.72
430370,202506,93,60640,652.04
430380,202506,176,123619,702.38
430390,202506,795,511175,642.99
430400,202506,409,263636,644.59
430410,202506,372,236089,634.65
430420,202506,1846,1196867,648.36
430430,202506,69,42792,620.17
430435,202506,942,615064,652.93
430440,202506,2776,1815224,653.9
430450,202506,4420,2798960,633.25
430460,202506,20820,13792835,662.48
430461,202506,54,33565,621.57
430462,202506,99,63977,646.23
430463,202506,3940,2601412,660.26
430465,202506,287,190504,663.78
430466,202506,2888,1958943,678.3
430467,202506,247,162507,657.92
430468,202506,899,601776,669.38
430469,202506,57,38168,669.61
430470,202506,1924,1251208,650.32
430471,202506,544,346583,637.1
430480,202506,213,135294,635.18
430485,202506,33,21314,645.88
430490,202506,160,104288,651.8
430495,202506,191,129305,676.99
430500,202506,468,292211,624.38
430510,202506,12427,7916788,637.11
430511,202506,42,27988,666.38
430512,202506,447,291215,651.49
430513,202506,282,176466,625.77
430515,202506,186,123244,662.6
430517,202506,798,533928,669.08
430520,202506,326,199775,612.81
430530,202506,209,139766,668.74
430535,202506,1630,1060380,650.54
430537,202506,465,303608,652.92
430540,202506,202,127788,632.61
430543,202506,286,196674,687.67
430544,202506,243,151932,625.23
430545,202506,1408,950096,674.78
430550,202506,130,81323,625.56
430558,202506,41,26070,635.85
430560,202506,63,36099,573.0
430570,202506,339,219158,646.48
430580,202506,362,248809,687.32
430583,202506,21,13629,649.0
430585,202506,49,32605,665.41
430587,202506,72,49745,690.9
430590,202506,635,409209,644.42
430593,202506,8,6144,768.0
430595,202506,20,12049,602.45
430597,202506,69,41464,600.93
430600,202506,286,179248,626.74
430605,202506,692,452989,654.61
430607,202506,288,179845,624.46
430610,202506,3144,2141922,681.27
430613,202506,23,14415,626.74
430620,202506,462,288515,624.49
430630,202506,82,52827,644.23
430632,202506,83,54398,655.4
430635,202506,279,179210,642.33
430637,202506,275,185317,673.88
430640,202506,304,188945,621.53
430642,202506,133,85298,641.34
430645,202506,41,26030,634.88
430650,202506,968,659486,681.29
430655,202506,108,74386,688.76
430660,202506,2676,1804108,674.18
430670,202506,227,150336,662.27
430673,202506,129,86914,673.75
430675,202506,32,21336,666.75
430676,202506,4437,2946467,664.07
430680,202506,604,402014,665.59
430690,202506,2145,1418149,661.14
430692,202506,157,114351,728.35
430693,202506,278,181664,653.47
430695,202506,181,116197,641.97
430697,202506,332,220971,665.58
430700,202506,2742,1768411,644.93
430705,202506,83,54629,658.18
430710,202506,1093,723452,661.9
430720,202506,349,231047,662.03
430730,202506,376,240110,638.59
430740,202506,193,127747,661.9
430745,202506,282,182114,645.79
430750,202506,930,621505,668.28
430755,202506,189,125508,664.06
430760,202506,1347,870431,646.2
430770,202506,4597,3018605,656.65
430780,202506,1273,854101,670.94
430781,202506,313,204979,654.88
430783,202506,137,87855,641.28
430786,202506,9,6669,741.0
430790,202506,2292,1485655,648.19
430800,202506,513,332254,647.67
430805,202506,193,127739,661.86
430807,202506,227,146591,645.78
430810,202506,181,106502,588.41
430820,202506,461,303069,657.42
430825,202506,53,31632,596.83
430830,202506,1320,849303,643.41
430840,202506,619,405143,654.51
430843,202506,35,20649,589.97
430845,202506,180,119733,665.18
430850,202506,998,661771,663.1
430860,202506,317,198885,627.4
430865,202506,256,164248,641.59
430870,202506,94,55357,588.9
430880,202506,696,445790,640.5
430885,202506,50,31802,636.04
430890,202506,319,216347,678.2
430900,202506,1572,1006934,640.54
430905,202506,336,216922,645.6
430910,202506,1121,718638,641.07
430912,202506,256,170901,667.58
430915,202506,194,128567,662.72
430920,202506,16837,11091542,658.76
430925,202506,27,17335,642.04
430930,202506,6825,4532957,664.17
430940,202506,654,428981,655.93
430950,202506,343,217310,633.56
430955,202506,58,36477,628.91
430957,202506,167,111516,667.76
430960,202506,463,300075,648.11
430965,202506,868,579155,667.23
430970,202506,124,80263,647.28
430975,202506,215,122955,571.88
430980,202506,160,102880,643.0
430990,202506,285,189156,663.71
430995,202506,236,162970,690.55
431000,202506,213,139391,654.42
431010,202506,1550,1028180,663.34
431020,202506,3408,2261275,663.52
431030,202506,72,49571,688.49
431033,202506,1832,1200711,655.41
431036,202506,33,23395,708.94
431040,202506,471,312145,662.73
431041,202506,143,95318,666.56
431043,202506,171,107900,630.99
431046,202506,14,8755,625.36
431050,202506,566,372928,658.88
431053,202506,238,154558,649.4
431055,202506,357,230462,645.55
431057,202506,73,41857,573.38
431060,202506,2595,1755094,676.34
431065,202506,203,135958,669.74
431070,202506,111,72103,649.58
431075,202506,63,39648,629.33
431080,202506,245,146132,596.46
431085,202506,220,137133,623.33
431087,202506,246,158817,645.6
431090,202506,66,40120,607.88
431100,202506,2292,1505006,656.63
431110,202506,765,490287,640.9
431112,202506,441,298944,677.88
431113,202506,353,216477,613.25
431115,202506,697,446526,640.64
431120,202506,1295,876742,677.02
431123,202506,154,93321,605.98
431125,202506,795,515730,648.72
431127,202506,30,20870,695.67
431130,202506,1848,1195173,646.74
431140,202506,2330,1505562,646.16
431142,202506,345,223599,648.11
431150,202506,633,427785,675.81
431160,202506,290,195067,672.64
431162,202506,288,193649,672.39
431164,202506,17,10240,602.35
431170,202506,163,101142,620.5
431171,202506,645,436418,676.62
431173,202506,225,153884,683.93
431175,202506,470,308124,655.58
431177,202506,558,379225,679.61
431179,202506,49,33426,682.16
431180,202506,1116,726167,650.69
431190,202506,80,53423,667.79
431198,202506,277,185081,668.16
431200,202506,39,25970,665.9
431205,202506,83,50807,612.13
431210,202506,312,196290,629.13
431213,202506,168,107288,638.62
431215,202506,187,119651,639.84
431217,202506,79,50772,642.68
431220,202506,263,176525,671.2
431225,202506,930,617161,663.61
431230,202506,381,260270,683.12
431235,202506,10,5675,567.5
431237,202506,208,140837,677.1
431238,202506,15,10440,696.0
431240,202506,2782,1811502,651.15
431242,202506,137,81533,595.13
431244,202506,80,50650,633.13
431245,202506,495,319422,645.3
431247,202506,68,42775,629.04
431250,202506,1177,795680,676.02
431260,202506,122,78118,640.31
431261,202506,179,120580,673.63
431262,202506,93,64787,696.63
431265,202506,302,193106,639.42
431267,202506,88,59183,672.53
431270,202506,1057,708543,670.33
431275,202506,63,39337,624.4
431280,202506,53,32522,613.62
431290,202506,104,67883,652.72
431295,202506,19,12077,635.63
431300,202506,50,30303,606.06
431301,202506,16,10915,682.19
431303,202506,237,148668,627.29
431306,202506,780,501434,642.86
431308,202506,19,12280,646.32
431310,202506,238,146961,617.48
431320,202506,200,121095,605.48
431330,202506,700,449584,642.26
431333,202506,45,31262,694.71
431335,202506,18,13746,763.67
431337,202506,3095,2006471,648.29
431339,202506,240,151765,632.35
431340,202506,9629,6310632,655.38
431342,202506,159,105016,660.48
431344,202506,125,80582,644.66
431346,202506,34,23182,681.82
431349,202506,408,258667,633.99
431350,202506,2992,2015865,673.75
431360,202506,149,95270,639.4
431365,202506,1398,938229,671.12
431370,202506,2760,1806161,654.41
431380,202506,580,372705,642.59
431390,202506,1028,667720,649.53
431395,202506,1039,699157,672.91
431400,202506,57,34250,600.88
431402,202506,434,280551,646.43
431403,202506,95,60732,639.28
431405,202506,3180,2115451,665.24
431406,202506,236,155769,660.04
431407,202506,283,188090,664.63
431410,202506,9948,6686005,672.1
431413,202506,23,15275,664.13
431415,202506,278,178130,640.76
431417,202506,200,130618,653.09
431420,202506,891,587029,658.84
431430,202506,166,110285,664.37
431440,202506,23280,15250444,655.09
431442,202506,20,13515,675.75
431445,202506,46,27600,600.0
431446,202506,175,117716,672.66
431447,202506,222,147753,665.55
431449,202506,371,236205,636.67
431450,202506,1269,802359,632.28
431454,202506,34,24302,714.76
431455,202506,147,93577,636.58
431460,202506,1531,1004587,656.16
431470,202506,581,384997,662.65
431475,202506,12,7276,606.33
431477,202506,194,134669,694.17
431478,202506,20,12890,644.5
431480,202506,1387,881246,635.36
431490,202506,86433,56233718,650.6
431500,202506,182,121130,665.55
431505,202506,117,74949,640.59
431507,202506,58,39995,689.57
431510,202506,692,462091,667.76
431513,202506,53,35017,660.7
431514,202506,51,32357,634.45
431515,202506,305,189340,620.79
431517,202506,43,28999,674.4
431520,202506,67,38515,574.85
431530,202506,2134,1410634,661.03
431531,202506,46,32175,699.46
431532,202506,237,155971,658.11
431535,202506,58,37280,642.76
431540,202506,1689,1154854,683.75
431545,202506,43,27221,633.05
431550,202506,1073,679833,633.58
431555,202506,291,188964,649.36
431560,202506,11115,7314577,658.08
431570,202506,3530,2291806,649.24
431575,202506,173,107161,619.43
431580,202506,381,251003,658.8
431590,202506,317,196765,620.71
431595,202506,139,93663,673.83
431600,202506,740,481467,650.63
431610,202506,557,377847,678.36
431620,202506,204,128285,628.85
431630,202506,302,186202,616.56
431640,202506,4538,2962672,652.86
431642,202506,204,130250,638.48
431643,202506,58,33262,573.48
431645,202506,1463,932763,638.0
431647,202506,16,10375,648.44
431650,202506,50,33362,667.24
431660,202506,162,100480,620.25
431670,202506,508,320970,631.83
431673,202506,34,20308,597.29
431675,202506,27,15929,589.96
431680,202506,5535,3624200,654.78
431690,202506,15235,10099037,662.88
431695,202506,68,39956,587.59
431697,202506,240,156543,652.26
431700,202506,826,535988,648.9
431710,202506,8206,5500884,670.35
431720,202506,2002,1306409,652.55
431725,202506,10,6392,639.2
431730,202506,2279,1498906,657.7
431740,202506,1917,1205889,629.05
431750,202506,3496,2305413,659.44
431755,202506,20,11165,558.25
431760,202506,2513,1641257,653.11
431770,202506,1126,744747,661.41
431775,202506,75,51675,689.0
431780,202506,742,474582,639.6
431790,202506,313,197561,631.19
431795,202506,54,36013,666.91
431800,202506,2557,1718816,672.2
431805,202506,8,7011,876.38
431810,202506,1552,1008663,649.91
431820,202506,1212,833662,687.84
431830,202506,3366,2223403,660.55
431840,202506,1712,1109938,648.33
431842,202506,56,31255,558.13
431843,202506,133,86788,652.54
431844,202506,32,19304,603.25
431845,202506,205,128189,625.31
