codigo_ibge,anomes_s,qtd_familias_beneficiarias_bolsa_familia_s,valor_repassado_bolsa_familia_s,pbf_vlr_medio_benef_f
110001,202506,1659,1130195,684.14
110002,202506,7642,5152095,675.68
110003,202506,301,200852,667.28
110004,202506,5985,3918215,654.78
110005,202506,1210,831980,689.87
110006,202506,488,315848,651.23
110007,202506,280,180422,644.36
110008,202506,2008,1398151,696.64
110009,202506,1562,992340,635.3
110010,202506,5164,3895657,755.12
110011,202506,3597,2292753,637.76
110012,202506,7652,5106055,667.37
110013,202506,2735,1807526,660.89
110014,202506,1468,911672,621.45
110015,202506,2449,1607430,657.17
110018,202506,1382,914620,661.81
110020,202506,49858,33687387,676.18
110025,202506,2096,1344965,642.29
110026,202506,205,137677,674.89
110028,202506,2078,1334595,645.04
110029,202506,591,391910,663.13
110030,202506,4967,3304841,666.16
110032,202506,1139,741252,651.36
110033,202506,2723,1947720,715.81
110034,202506,1399,926363,664.54
110037,202506,362,223757,618.11
110040,202506,1206,815893,678.78
110045,202506,2036,1367891,672.84
110050,202506,484,315741,656.43
110060,202506,294,196633,668.82
110070,202506,555,358170,645.35
110080,202506,3777,2569244,683.86
110090,202506,242,164578,680.07
110092,202506,885,621537,702.3
110094,202506,1222,828241,677.77
110100,202506,930,584691,628.7
110110,202506,723,501651,694.81
110120,202506,619,417672,674.75
110130,202506,796,532794,670.18
110140,202506,1413,954219,675.31
110143,202506,742,500780,674.91
110145,202506,388,254864,656.87
110146,202506,265,186738,704.67
110147,202506,290,195568,674.37
110148,202506,196,126044,643.08
110149,202506,1395,931696,667.88
110150,202506,886,588060,663.72
110155,202506,369,236279,640.32
110160,202506,521,350624,674.28
110170,202506,1024,678888,662.98
110175,202506,1094,728353,665.77
110180,202506,468,312666,668.09
120001,202506,2334,1607652,688.8
120005,202506,1840,1478646,803.61
120010,202506,4759,3334250,700.62
120013,202506,1985,1399892,705.24
120017,202506,1996,1413721,708.63
120020,202506,15093,10859963,719.97
120025,202506,2629,1837176,698.81
120030,202506,5916,4574098,773.57
120032,202506,1802,1571388,872.02
120033,202506,4509,3268171,724.81
120034,202506,2641,1967811,747.93
120035,202506,3865,3008049,778.28
120038,202506,2483,1702238,685.83
120039,202506,2151,1727157,802.96
120040,202506,44987,30094594,669.48
120042,202506,3168,2365458,746.67
120043,202506,1253,1101121,880.19
120045,202506,3418,2335220,683.21
120050,202506,9351,6663148,712.56
120060,202506,9481,7393058,779.86
120070,202506,2956,2070541,700.45
120080,202506,4110,2905830,707.19
130002,202506,3425,2589357,756.24
130006,202506,2697,2130518,789.96
130008,202506,2330,1798493,772.22
130010,202506,3837,2709163,707.91
130014,202506,2314,1588781,686.89
130020,202506,2405,1927730,801.55
130030,202506,16297,11299571,693.35
130040,202506,3467,2639401,761.29
130050,202506,6321,5024208,795.73
130060,202506,7372,6057708,821.72
130063,202506,5195,4067187,783.21
130068,202506,3679,2736933,743.93
130070,202506,5970,4237489,709.8
130080,202506,6999,5254736,750.78
130083,202506,2792,2066687,740.22
130090,202506,3511,2320855,661.02
130100,202506,6293,4579618,727.73
130110,202506,5746,4061476,706.84
130115,202506,4363,3142439,720.25
130120,202506,15335,11400040,743.5
130130,202506,4296,3218597,749.21
130140,202506,6887,5288443,768.0
130150,202506,4103,2924807,712.85
130160,202506,6875,5075057,738.19
130165,202506,3325,2493179,749.83
130170,202506,11605,8227764,709.05
130180,202506,4762,3602989,756.93
130185,202506,15221,10678949,702.19
130190,202506,17031,12330738,724.19
130195,202506,2152,1825609,848.33
130200,202506,1876,1308176,697.32
130210,202506,1633,1229902,753.15
130220,202506,2514,1903609,757.2
130230,202506,4762,4135618,869.74
130240,202506,12958,9078398,700.6
130250,202506,20857,15092769,723.67
130255,202506,4012,2898101,722.36
130260,202506,260651,178489128,685.38
130270,202506,8818,6662052,755.68
130280,202506,3356,2751441,820.1
130290,202506,14027,10742025,765.97
130300,202506,4564,3306871,724.56
130310,202506,6473,4728978,730.91
130320,202506,2571,1850026,722.1
130330,202506,3905,2857301,731.7
130340,202506,21774,15907202,730.69
130350,202506,3591,2824596,786.58
130353,202506,5201,3692985,710.05
130356,202506,3817,2701553,707.77
130360,202506,2678,2127413,794.4
130370,202506,4215,3711257,880.49
130380,202506,8985,7573427,843.37
130390,202506,7812,6381269,817.48
130395,202506,2318,1668068,719.93
130400,202506,2486,1847248,743.36
130406,202506,10625,8414025,792.28
130410,202506,4270,3288995,770.26
130420,202506,14516,11222776,773.72
130423,202506,4025,3164744,786.27
130426,202506,2916,2349466,805.72
130430,202506,3867,2676409,692.29
130440,202506,4797,3514465,732.79
140002,202506,2046,1592376,778.67
140005,202506,2803,2076578,741.11
140010,202506,37724,26660600,707.14
140015,202506,4262,3169947,743.77
140017,202506,4565,3322506,729.1
140020,202506,3816,2729894,717.07
140023,202506,2236,1593050,713.09
140028,202506,1403,1000027,712.78
140030,202506,4768,3325096,699.14
140040,202506,3112,2668182,857.38
140045,202506,3974,3237395,814.85
140047,202506,4383,3051232,696.47
140050,202506,1487,1054299,709.01
140060,202506,1644,1135428,690.65
140070,202506,2218,2252762,1016.13
150010,202506,40031,26821064,670.04
150013,202506,1475,1014983,688.12
150020,202506,14205,9993806,703.84
150030,202506,8830,6995134,793.37
150034,202506,2790,1885845,676.17
150040,202506,13080,9708812,742.49
150050,202506,6701,4780463,713.5
150060,202506,14365,9810006,683.01
150070,202506,6508,5246482,806.28
150080,202506,52130,33805644,648.69
150085,202506,7009,4956199,707.22
150090,202506,11212,7768542,692.88
150095,202506,6102,4206008,689.28
150100,202506,2882,2151152,747.71
150110,202506,5721,4480213,783.12
150120,202506,7993,5557659,695.4
150125,202506,642,438937,683.7
150130,202506,18536,12636286,682.05
150140,202506,167720,108823072,649.29
150145,202506,2804,2008319,717.0
150150,202506,11934,7802181,653.89
150157,202506,2410,1676416,695.61
150160,202506,3384,2212138,653.71
150170,202506,25257,17290058,684.56
150172,202506,3356,2318832,690.95
150175,202506,1523,1073661,704.96
150178,202506,9012,6383378,708.56
150180,202506,24835,19235744,774.88
150190,202506,6786,4598984,678.02
150195,202506,4957,3627713,732.72
150200,202506,5549,3881977,699.58
150210,202506,33167,23281790,702.15
150215,202506,10323,7077938,685.85
150220,202506,11649,7721698,663.21
150230,202506,13404,9041081,674.51
150240,202506,22572,14718224,652.11
150250,202506,4687,3679905,785.63
150260,202506,2905,1979929,682.03
150270,202506,3838,2598989,677.53
150275,202506,7521,5236349,696.23
150276,202506,1791,1277955,714.34
150277,202506,3657,2512040,686.91
150280,202506,7765,5963095,768.04
150285,202506,2888,2121894,734.73
150290,202506,10758,7185592,668.12
150293,202506,6370,4306704,676.09
150295,202506,4259,3070830,721.36
150300,202506,2305,1600823,694.5
150304,202506,3360,2340266,696.51
150307,202506,5466,3800433,695.29
150309,202506,4232,2867483,677.73
150310,202506,7240,5645774,779.8
150320,202506,7432,4907963,660.65
150330,202506,14458,10227999,707.48
150340,202506,2021,1359365,672.62
150345,202506,8094,5718042,706.45
150350,202506,8168,5553026,679.85
150360,202506,16501,11588169,702.4
150370,202506,9095,6512472,716.05
150375,202506,4029,3454741,857.68
150380,202506,7201,4853466,674.0
150390,202506,7266,5847632,804.79
150400,202506,6598,4665472,707.43
150405,202506,7225,4955960,686.23
150410,202506,1508,1035253,686.51
150420,202506,31353,21654045,690.96
150430,202506,7331,5031579,686.44
150440,202506,6300,4302935,683.11
150442,202506,21135,13814531,653.79
150445,202506,6475,4559854,704.22
150450,202506,6628,5403312,815.23
150460,202506,9067,6400655,706.01
150470,202506,16561,11534998,696.56
150475,202506,4043,2819418,697.53
150480,202506,12815,9003358,702.62
150490,202506,7673,5549482,723.72
150495,202506,5555,3834102,690.21
150497,202506,1847,1317036,713.84
150500,202506,2428,1595388,657.08
150503,202506,3214,2279752,709.76
150506,202506,12364,8736325,706.71
150510,202506,10576,7631164,721.83
150520,202506,9508,7058489,742.53
150530,202506,11440,8584865,750.56
150540,202506,4376,2951154,674.4
150543,202506,4773,3237509,678.44
150548,202506,9144,6461135,707.14
150549,202506,1399,981241,701.39
150550,202506,12217,8268008,676.87
150553,202506,23853,16318334,684.15
150555,202506,1610,1126856,699.91
150560,202506,1667,1082753,649.52
150563,202506,1904,1321190,694.27
150565,202506,3940,2754677,699.16
150570,202506,6969,4842697,694.99
150580,202506,10947,9032825,825.37
150590,202506,7666,5669648,739.58
150600,202506,9018,6575362,729.22
150610,202506,2617,1750744,668.99
150611,202506,2630,1748472,665.07
150613,202506,8630,5868332,680.23
150616,202506,2405,1638906,681.74
150618,202506,5295,3601752,680.47
150619,202506,4431,3089263,697.35
150620,202506,6447,4356022,675.88
150630,202506,6339,4322085,681.82
150635,202506,3652,2411386,660.65
150640,202506,1832,1249316,681.94
150650,202506,8940,5947103,665.37
150655,202506,5209,3519733,675.83
150658,202506,2445,1677620,686.14
150660,202506,4608,3090817,670.9
150670,202506,6164,4293988,698.21
150680,202506,49108,35294892,718.92
150690,202506,1874,1287143,687.21
150700,202506,6305,4251907,674.48
150710,202506,3004,2029391,675.56
150715,202506,4133,2870403,695.18
150720,202506,7312,5149375,704.24
150730,202506,10998,7773417,707.06
150740,202506,3487,2322883,666.54
150745,202506,4292,2984067,695.26
150746,202506,1256,895502,712.98
150747,202506,4791,3277198,684.03
150750,202506,2943,2115989,719.72
150760,202506,9289,6426937,692.18
150770,202506,6524,4860439,745.47
150775,202506,978,693732,709.34
150780,202506,4448,3226954,726.14
150790,202506,5077,3621109,713.38
150795,202506,13921,9732036,699.29
150796,202506,2921,1994785,682.91
150797,202506,3582,2574016,718.6
150800,202506,12150,8749548,721.73
150803,202506,8591,5765671,671.21
150805,202506,2700,1904532,705.38
150808,202506,2972,1921974,648.66
150810,202506,11829,8060393,681.47
150812,202506,5098,3400942,667.11
150815,202506,7476,5371097,718.54
150820,202506,11019,7437617,675.04
150830,202506,13388,9769526,731.03
150835,202506,2829,1984211,701.38
150840,202506,6173,4181539,677.72
160005,202506,912,640677,702.5
160010,202506,1988,1420783,715.04
160015,202506,2870,2078540,724.23
160020,202506,2027,1534875,757.22
160021,202506,944,776544,822.61
160023,202506,1114,849201,762.3
160025,202506,2092,1551621,742.05
160027,202506,7396,5046397,682.41
160030,202506,64491,45538896,706.46
160040,202506,4644,3604585,777.02
160050,202506,6288,4518439,718.7
160053,202506,3645,2635164,723.55
160055,202506,1490,1063203,714.04
160060,202506,18013,12445650,691.31
160070,202506,2730,2153782,788.93
160080,202506,2697,2011649,745.88
170025,202506,243,165222,679.93
170030,202506,522,343143,657.36
170035,202506,670,449876,673.47
170040,202506,1093,744070,680.76
170070,202506,967,665163,687.86
170100,202506,1614,1123958,696.38
170105,202506,236,151336,641.25
170110,202506,596,410176,688.21
170130,202506,784,533516,681.37
170190,202506,859,580661,675.97
170200,202506,669,442977,662.15
170210,202506,11676,7687935,659.85
170215,202506,613,419895,684.98
170220,202506,3527,2440190,691.86
170230,202506,722,499371,691.65
170240,202506,1889,1263918,670.87
170255,202506,2050,1432722,698.89
170270,202506,428,286382,669.12
170290,202506,2149,1537649,715.52
170300,202506,1257,852257,678.01
170305,202506,417,281611,675.33
170307,202506,782,533025,681.62
170310,202506,716,477677,667.15
170320,202506,530,357264,674.08
170330,202506,897,606893,677.34
170360,202506,312,204856,656.59
170370,202506,664,447857,674.48
170380,202506,1063,750303,705.84
170382,202506,311,218778,703.47
170384,202506,1077,775065,720.32
170386,202506,297,201474,678.36
170388,202506,392,266481,679.8
170389,202506,485,353107,728.06
170390,202506,907,615307,678.4
170410,202506,312,205124,657.45
170460,202506,241,161879,671.7
170510,202506,467,327912,702.17
170550,202506,3890,2644478,680.69
170555,202506,658,439134,667.38
170560,202506,561,383688,683.94
170600,202506,874,590814,675.99
170610,202506,891,600437,673.89
170625,202506,184,123510,671.25
170650,202506,1005,698138,694.66
170700,202506,1749,1158945,663.01
170710,202506,971,653450,674.36
170720,202506,1059,693375,655.36
170730,202506,565,394127,697.57
170740,202506,1590,1113491,700.31
170755,202506,405,274163,676.95
170765,202506,549,363726,662.52
170770,202506,1248,875531,701.55
170820,202506,2182,1504599,689.55
170825,202506,573,393598,686.91
170830,202506,667,442319,663.15
170900,202506,2255,1685800,749.24
170930,202506,2257,1490532,660.4
170950,202506,4009,2679193,669.13
170980,202506,172,115221,669.89
171050,202506,1265,913992,722.52
171070,202506,977,684378,700.49
171090,202506,503,329127,654.33
171110,202506,257,177257,692.41
171150,202506,327,208848,638.68
171180,202506,254,174412,686.66
171190,202506,1679,1203325,717.97
171195,202506,465,343043,737.73
171200,202506,244,158768,656.07
171215,202506,239,160048,669.66
171240,202506,475,347038,730.61
171245,202506,333,220436,661.97
171250,202506,355,253084,712.91
171270,202506,300,219995,733.32
171280,202506,533,368735,691.81
171320,202506,1564,1032334,660.06
171330,202506,1575,1054618,669.6
171360,202506,820,586648,715.42
171370,202506,322,217333,674.95
171380,202506,847,564775,666.79
171395,202506,481,344944,718.63
171420,202506,1140,773707,678.69
171430,202506,588,399703,679.77
171488,202506,1443,1002323,694.61
171500,202506,370,235645,636.88
171510,202506,633,451667,714.66
171515,202506,240,155669,648.62
171525,202506,393,284541,724.02
171550,202506,152,101454,667.46
171570,202506,729,477187,655.48
171575,202506,789,523645,663.68
171610,202506,1930,1254962,651.93
171620,202506,2074,1394212,672.23
171630,202506,577,395220,684.96
171650,202506,1123,792866,707.28
171660,202506,1167,808143,692.5
171665,202506,609,397926,653.41
171670,202506,1029,686001,666.67
171700,202506,622,424820,682.99
171720,202506,404,272033,675.02
171750,202506,596,425320,713.62
171780,202506,636,412210,648.13
171790,202506,757,536997,709.38
171800,202506,383,269262,703.03
171820,202506,4911,3313212,674.79
171830,202506,989,711734,719.65
171840,202506,341,220003,647.07
171845,202506,362,245438,678.01
171850,202506,845,603104,713.73
171855,202506,548,367325,670.3
171865,202506,306,204801,671.48
171870,202506,368,254870,692.58
171875,202506,998,682373,685.8
171880,202506,1019,729008,716.12
171884,202506,676,467781,691.98
171886,202506,660,464815,704.27
171888,202506,272,185901,683.46
171889,202506,188,127435,677.85
171890,202506,696,479208,688.52
171900,202506,298,225115,755.42
172000,202506,244,153663,629.77
172010,202506,995,706228,709.78
172015,202506,202,138470,685.5
172020,202506,2129,1459198,685.71
172025,202506,377,250777,665.19
172030,202506,793,524111,660.92
172049,202506,618,419127,679.3
172065,202506,765,510648,667.51
172080,202506,1449,1004751,693.41
172085,202506,128,83192,649.94
172090,202506,2682,1768822,659.76
172093,202506,241,160955,667.86
172097,202506,225,151636,673.94
172100,202506,19823,13356534,674.98
172110,202506,1415,1063488,752.11
172120,202506,3035,2103777,694.09
172125,202506,193,123843,641.67
172130,202506,171,108341,633.57
172208,202506,1450,989522,682.43
172210,202506,1726,1193083,691.24
210005,202506,11641,7951279,683.04
210010,202506,1865,1372227,735.78
210015,202506,2690,1888072,701.89
210020,202506,6200,4062163,655.19
210030,202506,4148,2994737,722.15
210040,202506,1809,1262662,697.99
210043,202506,4404,3058924,694.58
210047,202506,5574,3917615,702.84
210050,202506,1911,1354912,709.01
210055,202506,1760,1247089,708.57
210060,202506,6226,4779245,767.63
210070,202506,6384,4297811,673.22
210080,202506,4004,2866935,716.02
210083,202506,5060,3476932,687.14
210087,202506,2198,1544743,702.79
210090,202506,8338,5727615,687.09
210095,202506,4954,3793919,766.29
210100,202506,5077,3476443,684.74
210110,202506,3128,2100254,671.44
210120,202506,19201,12999041,677.1
210125,202506,3597,2498356,694.57
210130,202506,3314,2300151,694.07
210135,202506,1358,929059,684.14
210140,202506,13245,9015587,681.45
210150,202506,3660,2488582,679.94
210160,202506,15435,10650777,690.04
210170,202506,14019,9947139,709.65
210173,202506,2095,1641036,783.31
210177,202506,2609,1844322,706.91
210180,202506,1159,800784,690.93
210190,202506,4461,2990985,670.47
210193,202506,1004,674944,672.25
210197,202506,1752,1269527,724.62
210200,202506,6695,4719036,705.28
210203,202506,5051,3659816,724.57
210207,202506,2709,1833291,676.74
210210,202506,6805,4748825,697.84
210215,202506,2199,1572363,715.04
210220,202506,7306,5250700,718.68
210230,202506,5524,3853480,697.59
210232,202506,9745,6926292,711.26
210235,202506,2541,1794441,706.19
210237,202506,3752,2591792,690.78
210240,202506,2190,1505545,687.46
210250,202506,5886,4093664,695.49
210255,202506,1861,1289267,692.78
210260,202506,4631,3275720,707.35
210270,202506,3723,2534101,680.66
210275,202506,2390,1645581,688.53
210280,202506,4048,2772411,685.05
210290,202506,6948,4782239,688.39
210300,202506,16473,11301004,686.12
210310,202506,2674,1779500,665.48
210312,202506,2772,1882301,679.04
210315,202506,3233,2335105,722.27
210317,202506,3950,2882750,729.81
210320,202506,22492,15349487,682.44
210325,202506,2732,1918950,702.91
210330,202506,20697,14745728,712.46
210340,202506,9724,6681156,687.08
210350,202506,8719,5959904,683.63
210355,202506,3005,2182616,726.33
210360,202506,10116,7025750,694.52
210370,202506,8717,5933021,680.63
210375,202506,1740,1201886,690.74
210380,202506,4471,3060299,684.78
210390,202506,3104,2182015,702.97
210400,202506,3729,2548300,683.56
210405,202506,4515,3063602,678.69
210407,202506,1493,1058168,708.75
210408,202506,2554,1952200,764.37
210409,202506,3358,2344240,698.11
210410,202506,2728,1862420,682.71
210420,202506,3386,2438072,720.47
210430,202506,2085,1469633,704.86
210440,202506,3640,2543102,698.65
210450,202506,1791,1257646,702.2
210455,202506,2888,1957460,677.79
210460,202506,2503,1725627,689.42
210462,202506,1283,913206,711.77
210465,202506,2353,1623477,689.96
210467,202506,4801,3372578,702.47
210470,202506,1210,849405,701.99
210480,202506,13287,9762699,734.76
210490,202506,2278,1526104,669.93
210500,202506,5834,4352116,746.12
210510,202506,7098,4906974,691.51
210515,202506,2928,2097216,716.26
210520,202506,2107,1431160,679.56
210530,202506,31303,21236998,678.54
210535,202506,3571,2579300,722.29
210540,202506,10225,7169417,701.23
210542,202506,4258,3061559,719.01
210545,202506,1794,1255730,700.35
210547,202506,3126,2507500,802.66
210550,202506,3847,2723136,707.86
210560,202506,3085,2157812,699.45
210565,202506,1047,741579,708.29
210570,202506,9222,6397633,693.74
210580,202506,2050,1414929,690.21
210590,202506,3222,2272300,705.25
210592,202506,2540,1745143,687.06
210594,202506,1730,1198196,692.6
210596,202506,2650,1928218,728.18
210598,202506,1629,1148120,704.8
210600,202506,2096,1436185,685.2
210610,202506,2306,1544230,670.82
210620,202506,2212,1537020,694.86
210630,202506,2588,1795649,693.84
210632,202506,4724,3401784,720.11
210635,202506,1508,1134698,752.45
210637,202506,2575,1863877,724.12
210640,202506,4429,3120355,704.69
210650,202506,6013,4114056,684.19
210660,202506,6473,4666339,720.89
210663,202506,2111,1467805,695.64
210667,202506,1698,1208265,711.58
210670,202506,5436,3728469,685.88
210675,202506,4496,3031777,674.33
210680,202506,4502,3013171,669.3
210690,202506,7058,4986144,706.45
210700,202506,1955,1357958,694.61
210710,202506,4568,3287112,719.6
210720,202506,2650,1966712,742.16
210725,202506,908,638436,703.9
210730,202506,1153,776519,673.48
210735,202506,3494,2484068,710.95
210740,202506,4148,2799862,674.99
210745,202506,3514,2410689,686.02
210750,202506,18288,12290383,672.08
210760,202506,6148,4100663,667.1
210770,202506,4758,3223795,677.69
210780,202506,5672,3997707,704.81
210790,202506,3862,2662059,689.3
210800,202506,3967,2739501,690.57
210805,202506,3910,2859989,731.45
210810,202506,4532,3200311,706.16
210820,202506,4732,3131278,662.7
210825,202506,8290,5735990,691.92
210830,202506,7774,5517316,709.71
210840,202506,4137,2713060,655.8
210845,202506,4726,3289922,696.28
210850,202506,5835,4083177,699.89
210860,202506,19230,12803959,665.83
210870,202506,5115,3540470,692.17
210880,202506,3224,2246463,696.79
210890,202506,4010,2656685,662.51
210900,202506,2741,1851843,675.61
210905,202506,2074,1386717,668.62
210910,202506,5406,3635008,672.78
210920,202506,2884,2075858,719.78
210923,202506,1455,994401,684.38
210927,202506,4041,2992143,740.45
210930,202506,2335,1725310,738.89
210940,202506,2666,1910873,716.76
210945,202506,6481,4522453,698.02
210950,202506,3778,2664840,705.36
210955,202506,1045,724876,693.66
210960,202506,5937,3979439,670.28
210970,202506,1204,831184,690.93
210975,202506,1282,883332,689.03
210980,202506,8613,5813892,675.01
210990,202506,12593,8731192,693.45
211000,202506,11379,8181145,719.03
211003,202506,5355,3676619,686.71
211010,202506,6179,4422855,715.79
211020,202506,8818,6129352,695.17
211023,202506,1866,1310049,702.06
211027,202506,3484,2491825,715.22
211030,202506,3279,2259510,689.09
211040,202506,4372,3272474,748.51
211050,202506,8038,5330563,664.0
211060,202506,6763,4650184,687.59
211065,202506,1830,1297797,709.18
211070,202506,7334,5091883,694.28
211080,202506,877,606805,691.91
211085,202506,1737,1237413,712.39
211090,202506,2697,1876422,695.74
211100,202506,6695,4394823,656.53
211102,202506,2866,2080466,725.91
211105,202506,1853,1296470,699.66
211107,202506,3683,2673893,726.01
211110,202506,4876,3298653,676.51
211120,202506,29148,19420950,666.36
211125,202506,1286,900004,700.39
211130,202506,130325,86155743,661.22
211140,202506,3761,2581002,686.25
211150,202506,7050,4940847,700.93
211153,202506,1849,1328463,718.48
211157,202506,1005,709895,706.36
211160,202506,3447,2373300,688.51
211163,202506,1237,879904,712.47
211167,202506,1308,879047,672.05
211170,202506,6333,4150446,655.37
211172,202506,1885,1315620,697.94
211174,202506,2930,2087833,712.57
211176,202506,3240,2275997,702.47
211178,202506,4934,3317857,672.45
211180,202506,3458,2463183,712.31
211190,202506,2709,1839105,679.14
211195,202506,1104,754891,684.4
211200,202506,1319,952353,722.03
211210,202506,5038,3647537,724.0
211220,202506,27867,19134132,686.62
211223,202506,3326,2177121,654.77
211227,202506,1358,986525,727.53
211230,202506,6905,4808530,696.69
211240,202506,9743,6862871,704.53
211245,202506,6062,4235028,698.62
211250,202506,12903,9082278,704.27
211260,202506,7233,5313617,734.64
211270,202506,7985,5814765,728.76
211280,202506,12530,8518602,679.86
211285,202506,1658,1165391,702.89
211290,202506,6148,4251867,691.59
211300,202506,5425,3626848,668.79
211400,202506,7731,5366001,694.27
220005,202506,1441,961420,667.19
220010,202506,986,656452,668.48
220020,202506,3730,2503558,671.56
220025,202506,1454,941865,647.78
220027,202506,985,650133,660.03
220030,202506,3220,2131543,661.97
220040,202506,6236,4240523,680.01
220045,202506,1253,836284,667.43
220050,202506,3462,2412923,697.38
220060,202506,1820,1207143,663.27
220070,202506,1738,1141541,657.19
220080,202506,571,379348,664.36
220090,202506,1183,822343,695.13
220095,202506,785,519404,661.66
220100,202506,976,657609,673.78
220105,202506,1497,1051777,702.59
220110,202506,2565,1696783,661.51
220115,202506,2662,1824328,685.32
220117,202506,890,576637,647.91
220120,202506,13657,9044685,662.47
220130,202506,760,532096,700.13
220140,202506,1505,998957,663.76
220150,202506,5440,3606254,663.04
220155,202506,817,533952,653.55
220157,202506,745,462308,620.55
220160,202506,2036,1363622,670.08
220170,202506,1065,715705,672.02
220173,202506,1460,1010558,692.16
220177,202506,2030,1372183,675.95
220180,202506,779,501291,643.51
220190,202506,4859,3258600,670.63
220191,202506,1483,1004526,677.36
220192,202506,1371,907392,662.33
220194,202506,1521,1021703,671.73
220196,202506,1719,1146521,667.36
220198,202506,1074,707906,659.13
220200,202506,4250,2870666,675.45
220202,202506,1658,1113860,671.81
220205,202506,2227,1447707,650.36
220207,202506,523,349703,668.65
220208,202506,1175,792077,674.11
220209,202506,1155,774053,670.18
220210,202506,1328,855706,644.36
220211,202506,1237,823227,665.5
220213,202506,1207,786429,651.56
220217,202506,2175,1519034,698.41
220220,202506,10004,6422505,641.99
220225,202506,773,527633,682.58
220230,202506,4377,2896015,661.64
220240,202506,2649,1771670,668.81
220245,202506,1240,807092,650.88
220250,202506,2565,1715769,669.18
220253,202506,1309,870404,664.94
220255,202506,1450,935760,645.35
220260,202506,3823,2631051,688.22
220265,202506,1377,934612,678.73
220270,202506,5786,3954200,683.41
220271,202506,1130,753767,667.05
220272,202506,1263,843131,667.56
220273,202506,875,591179,675.63
220275,202506,1733,1151471,664.44
220277,202506,1617,1069327,661.3
220280,202506,1387,908687,655.15
220285,202506,1315,863831,656.91
220290,202506,4287,2903307,677.24
220300,202506,1304,888760,681.56
220310,202506,2294,1547146,674.43
220320,202506,2278,1535882,674.22
220323,202506,1190,804369,675.94
220325,202506,908,616769,679.26
220327,202506,1362,940369,690.43
220330,202506,3867,2556397,661.08
220335,202506,1539,1047004,680.31
220340,202506,1055,697550,661.18
220342,202506,994,679392,683.49
220345,202506,2139,1400446,654.72
220350,202506,2015,1302708,646.83
220360,202506,922,620030,672.48
220370,202506,7797,5313388,681.64
220375,202506,1658,1138460,686.65
220380,202506,1120,743855,664.16
220385,202506,576,374128,649.53
220390,202506,8136,5362095,659.06
220400,202506,939,615645,655.64
220410,202506,868,585202,674.2
220415,202506,556,361232,649.7
220420,202506,1128,730833,647.9
220430,202506,2281,1462772,641.29
220435,202506,1583,1034872,653.74
220440,202506,2460,1698931,692.03
220450,202506,2043,1398477,684.52
220455,202506,1389,957977,690.19
220460,202506,791,534606,675.86
220465,202506,2080,1413144,680.38
220470,202506,2704,1795332,663.95
220480,202506,1615,1053951,652.6
220490,202506,1816,1235109,680.13
220500,202506,2265,1459624,644.43
220510,202506,1997,1319155,660.57
220515,202506,1521,996937,655.45
220520,202506,3916,2587797,660.83
220525,202506,1040,698788,671.91
220527,202506,1277,844844,661.58
220530,202506,1006,665901,661.93
220535,202506,630,406629,645.44
220540,202506,2654,1801457,679.03
220545,202506,1414,965066,682.51
220550,202506,6914,4646776,672.18
220551,202506,1162,777202,668.85
220552,202506,1063,721572,678.81
220553,202506,1572,1044409,664.81
220554,202506,608,413648,680.34
220555,202506,2639,1812399,686.77
220556,202506,965,629613,652.45
220557,202506,1273,853236,670.26
220558,202506,1008,689005,683.54
220559,202506,1329,877755,660.46
220560,202506,1416,924635,652.99
220570,202506,6025,4037952,670.31
220580,202506,5640,3781584,670.49
220585,202506,1664,1154202,693.63
220590,202506,1159,761269,656.83
220595,202506,2280,1555647,682.3
220600,202506,1138,761262,669.54
220605,202506,1049,676336,644.74
220610,202506,2909,1980774,680.91
220620,202506,8133,5665527,696.61
220630,202506,200,130379,651.9
220635,202506,1543,1031667,669.04
220640,202506,1698,1116046,657.27
220650,202506,2003,1310659,654.35
220660,202506,1992,1384053,694.81
220665,202506,1161,794744,685.12
220667,202506,1335,892723,668.71
220669,202506,1532,1062238,693.37
220670,202506,1672,1118396,669.3
220672,202506,2258,1547059,685.15
220675,202506,1052,697502,663.02
220680,202506,2849,1946133,683.57
220690,202506,1089,717004,658.41
220695,202506,759,503317,663.13
220700,202506,8514,5475212,643.08
220710,202506,552,377602,684.06
220720,202506,1734,1122485,647.34
220730,202506,1010,665519,658.93
220735,202506,597,381966,639.81
220740,202506,892,610564,684.49
220750,202506,3570,2442760,684.25
220755,202506,1041,682377,655.5
220760,202506,2709,1840318,679.33
220770,202506,19372,12874418,664.59
220775,202506,1230,822787,668.93
220777,202506,968,625184,645.85
220779,202506,980,660316,673.79
220780,202506,4688,3163664,674.84
220785,202506,1252,825949,660.23
220790,202506,9091,5980968,658.12
220793,202506,735,493480,671.4
220795,202506,1134,743324,656.07
220800,202506,13055,8346298,639.32
220810,202506,2366,1558896,658.87
220820,202506,4642,3098380,667.47
220830,202506,5812,3806471,654.93
220840,202506,10950,7269918,664.04
220850,202506,2995,2148001,717.2
220855,202506,779,528088,677.91
220860,202506,911,600780,660.2
220865,202506,1593,1042361,654.34
220870,202506,2279,1576850,692.21
220880,202506,5288,3503848,662.6
220885,202506,1071,724223,676.21
220887,202506,1256,829921,660.77
220890,202506,1068,723810,677.72
220900,202506,1669,1088082,651.94
220910,202506,1361,881506,648.17
220915,202506,557,374934,673.13
220920,202506,1288,884498,686.72
